"","Restaurant_Name","id","quote","value_rating","rating","date","review","count","things","Noofcontribution","Noofusefulvotes"
"188","Favela Tour","rn203783646","A culturally enriching experience!",NA,5,NA,"Visiting the Vidigal Favela in Rio de Janeiro was definitely for me a learning experience. It is best to be accompanied by a tour guide in order to learn from the history of the favela and understand the living conditions of its habitants. During my...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","5","2"
"189","Favela Tour","rn203214738","Choose favelatours.org",NA,5,NA,"We were four Norwegians who chose favelatours.org because it seemed to be the only one owned and ran from the favela. We met our guide(Dembore) outside our apartment and left for Rocinha. It is a pleasant place really, if i were to live in Rio...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","7","2"
"190","Favela Tour","rn202895072","an interesting glimpse of the life in the favelas",NA,3,NA,"I was at first hesitant to doing this kind of tours but did it anyway through the Marcelo Armstrong's Favela tour to make good use of my available time in Rio. Our guide,
Brenda, was knowledgeable and passionate about Rocinha and Vila Canoas communities.
I...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","62","25"
"191","Favela Tour","rn202133430","Zezinho is the man",NA,5,NA,"A surprising start to this tour as once we met Zezinho we walked to a nearby bus stop and took a local bus to the top of Racinho. He is an interesting character full of local knowledge as he lives there. He is clearly well...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","643","343"
"192","Favela Tour","rn201321261","Amazing experience, a must do in Rio",NA,5,NA,"Walking around the Favela in Rio was an amazing experience. The people were friendly, seemed happy and very active walking up and down the steep roads. Our tour guide Dembrose, was relaxed, easy going and allowed us the time to soak in the culture and...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","25","12"
"193","Favela Tour","rn199279795","Favela tour with 'be a local.com Rocinha favela",NA,5,NA,"At first I didn't really like the idea of peoples' lives being a tourist attraction but i am so glad I did this tour! First of all it really gives your own life perspective. The tour guide was fantastic (so sorry i don't recall your...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","37","18"
"194","Favela Tour","rn199084045","Eye opening experience!",NA,5,NA,"We did the Favela Tour with Marcelo Armstrong's company. It was a little on the pricey side for a budget traveller but was well worth it. Our guide, Leo, was extremely knowledgeable about favelas, spoke perfect English and gave us his take on the current...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","22","13"
"195","Favela Tour","rn197099259","Great tour with Leo !!!",NA,5,NA,"We had a favela tour last week, we were impressed!If you are in Rio you have to visit the Favelas it is safe and plus half of the money you pay for the tour will go to the children association!
We had a great tour...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","1","1"
"196","Favela Tour","rn196541670","Very interesting",NA,5,NA,"If you want to do a Favela tour in Rio this is the company to do with. You get to walk right through the favela from the top to the bottom. There are some paintings to purchase along the way as well as craftwork from...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","8","8"
"197","Favela Tour","rn196448928","Great time with Leo",NA,5,NA,"Super informative and diverse tour. Very well organized too. Leo didn't hold anything back when describing the culture, corruption, and history of the favelas. He was open to all our questions. Must do in Rio.","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","24","19"
"198","Favela Tour","rn196040008","Excellent Tour and Guide!",NA,5,NA,"Had an outstanding tour with our passionate and knowledgable guide Alfredo. Only an introduction to flavelas but informative and a must do in my opinion for a more complete picture of Rio. Good pace and mix of driving and walking. I was especially surprised to...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","65","39"
"199","Favela Tour","rn195935562","Very impressed!",NA,4,NA,"Our tour guide took us to this place not knowing what to expect. Favela is supposed to be the slum areas in Rio, but for me this place did not look like a slum at all! They had a cable car to commute to and...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","255","149"
"200","Favela Tour","rn195714587","A definite must in rio",NA,5,NA,"The reputation of the favelas is well deserved but they are trying hard to improve this and this tour shows you how they are doing this very successfully. It was a great tour that is very informative and we met some lovely locals who we...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","159","79"
"201","Favela Tour","rn195183566","Robbed in broad daylight",NA,1,NA,"My experience with Marcelo Armstrong’s favela tour was many years ago, but seeing all the positive reviews, I feel obliged to tell the other side of the story also. Back in 2005, my class traveled to Rio de Janeiro, and we were considering the favela...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","4","48"
"202","Favela Tour","rn191960160","A different side of Rio",NA,5,NA,"Sure you may see the different favelas in the distance as you guide around Rio De Janerio but the true beauty of it all is actually IN the favela. Get a feel for how the locals live here - and their incredible views! They are...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","69","26"
"203","Favela Tour","rn191737819","Must do in Rio",NA,5,NA,"We really enjoyed seeing how the Favela works and to here about what it's like since the pacified the Favela.the guide was excellent and gave us a real insight into life in the past and her hopes for the future of the Favela.
We never...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","434","175"
"204","Favela Tour","rn191464890","Good way to see and understand favelas",NA,5,NA,"This is a review for the Armstrong Favela Tour which visited the favelas of Vila Canoas and Rocinha. This was an excellent way of seeing the favelas and getting a first-hand understanding of them and their current conditions. The tour uses a minibus to go...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","10","3"
"205","Favela Tour","rn190746200","Tour of a Favela",NA,5,NA,"I was really impressed by this tour, in fact it was my favorite in Rio. The tour guide lives in the favela so he was well know and very knowledgeabe of the people living there. At no time did I ever feel in danger or...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","146","46"
"206","Favela Tour","rn190333988","Authentic, personable, sincere and memorable experience!!",NA,5,NA,"If you want a truly authentic personable experience then without a doubt use rocinhafavelatour.com This is a truly inspirational company. The tour guides are young adults born and raised in the Rocinha Favela, they are trained in tourism and customer service and know the favelas...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","3","1"
"207","Favela Tour","rn189854699","An offbeat experience!",NA,4,NA,"We took this tour to see the other part of Rio.
We were quite impressed by the knowledge of our guide, and liked the other side of life we saw in the tour.
We also did not feel unsafe or threatened at all during the...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","250","126"
"208","Favela Tour","rn189620694","Insightful tour in the other Brazil",NA,4,NA,"We did a tour through Marcelo Armstrong's company December 30th and we were fascinated by the way people live in the favelas (we saw Rosinha and another small one by the golf course), no formal addresses, no taxes paid, sewage flows freely on the streets,...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","6","3"
"209","Favela Tour","rn189448521","Disorganised Company",NA,1,NA,"We booked a favela tour for Dec 28th with Luiz - co-founder and CEO on Dec 12th by email in English. Everything was confirmed and booked. When we arrived at the office at the agreed time on the 28th we were told the tour had...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","20","17"
"210","Favela Tour","rn188364826","Rosinha tours",NA,5,NA,"This is a tour by locals, those that live inside the biggest favela in Rio - Rosinha. Walking tour takes you from the hilltop down to the highway in about four hours. You will be introduced to the locals' life, their approach to environment, housing,...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","26","21"
"211","Favela Tour","rn188149896","excellent!!",NA,5,NA,"We did a walking tour with Zezinho and it was amazing and an eye opener. All you hear is how dangerous and dirty favelas are with all the drug dealers and guns. These people are just like any other person you walk by on the...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","116","54"
"212","Favela Tour","rn187988731","Favelatour.org",NA,5,NA,"We signed up in advance to do a tour of Rocinha by Zezinha da Rocinha who runs Favela Adventures. People told us we were crazy and that the favelas were not safe. When you visit a foreign city, you want to see everything the city...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","94","78"
"213","Favela Tour","rn187220447","Excellent tour",NA,5,NA,"I went on the tour today and I don't even want to wait until I get back to the states to write a review. The tour was excellent. Rachel was our guide and she spoke perfect English and was extremely friendly. The information was so...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","21","16"
"214","Favela Tour","rn186784828","A MUST when in Rio de Janeiro",NA,5,NA,"This was honestly one of the highlights if my Rio vacation.
It was an eye-opening experience to see how many of the people of Rio actually live. They do NOT all live in seaside apartments in Ipanema and Copacabana.
Was picked up by Brenda and...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","16","10"
"215","Favela Tour","rn186367492","Favela tour with http://bealocal.com/",NA,5,NA,"All in all, we really can recommend the favala tour with ""Be a local"":
Why?
- Very easy going booking via e-mail on short notice (paying cash on the tour day)
- We were picked up at our hotel in time
- We enjoyed the...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","10","2"
"216","Favela Tour","rn186178750","Favela Tour",NA,5,NA,"I did the Tour with Zezinho and Jody. It was super fun, very interesting and I felt safe all the time. It really changed my opinion about Favelas, and I would recommend to anyone to do the tour with Zezinho (favelatour.org). He grew up here,...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","8","2"
"217","Favela Tour","rn183737896","favelatour.org",NA,5,NA,"note the .org; this tour gives back to the Rochinha community. It is *part* of the Rochinha community.
Both the partners have lived outside Brazil for years and their English is fluent. They live and work in Rochinha, know lots of the locals, and are...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","90","53"
"218","Favela Tour","rn183425872","Favela Tour Worth Doing in Rio",NA,5,NA,"Stumbled across these guys one day in Rocinha last month and ended up coming back and doing a tour with them and surfing the next day. Really cool project that gets sustainable tourism, It is a favela tour company run by local kids 18-20 years...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","5","2"
"219","Favela Tour","rn182134575","Great!",NA,5,NA,"Very interesting! Perfect way to see another side of Rio, at a very reasonable price.
Our guide spoke well English, and told us both of the Favelas and current situations in Rio.","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","2","2"
"220","Favela Tour","rn180835503","the real rio...",NA,4,NA,"I have been on the favela tour twice, as I was visiting with different people.. I really enjoyed both experiences. You begin by hopping on the back of a motorbike with 1 of the local taxi drivers (no helmet required) as they wind their way...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","16","8"
"221","Favela Tour","rn178030842","very insightful and authentic tour with favelatour.org",NA,5,NA,"My cousin and I went on a favela tour while we were in Rio for a few days, and I will say that the tour was the best tour I have ever been on. *To be sure, I am referring only to favela tour at...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","910","435"
"222","Favela Tour","rn177303221","See all of Rio!",NA,5,NA,"People...everyday, hardworking people. Seeing the daily lives of people while riding and walking through the favela's was an eye opener. It is always best to see things for yourself. Our tour guide was wonderful in that she was open and shared the realities, culture and...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","76","58"
"223","Favela Tour","rn176122904","Favela tour",NA,5,NA,"What a great trip. We thoroughly enjoyed the experience from start to finish and this trip provided us with a very personal, insightful and knowledgeable experience. Well done","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","11","7"
"224","Favela Tour","rn175834980","Great experience",NA,5,NA,"Stayed in Rio for a business trip, so we had to choose our activities carefully to maximize our time. I would choose this again everytime! Our guide was extremely knowledgable and made us feel at home in the favela. Cant recommend this enough!","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","12","11"
"225","Favela Tour","rn174904061","Amazing! Must do tour",NA,5,NA,"Just incredible to be able to walk through the favela. A place where before you (even now) could be shot and killed.
Intersting to see how everyone lives and how life is improving. Also to appreciate how well you have it in life.
Very informative...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","160","116"
"226","Favela Tour","rn173247621","Enlightening and uplifting experience....",NA,5,NA,"The Favela Tour with Marcelo Armstrong is a 'must see' during a trip to Rio. My impression of Favela's prior to the tour was that they were a depressing place with unhappy people and little infrastructure. I could not have been more wrong; our tour...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","97","39"
"227","Favela Tour","rn173097217","A must in Rio",NA,5,NA,"For visitors in Rio a favela trip is a must. It is a vial part of the life in Rio a one as to get a notion of that part. The tour was to a top flat of the biggest favela in South America with...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","27","12"
"228","Favela Tour","rn171544743","A day in the life of... simple but perfect",NA,5,NA,"We went on a great tour with an NGO - Project Favela.
The tour was exactly what we wanted, simply just to see the daily life in the favela, no commercial stuff, no spiel, to be able to see and contribute to the community, not...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","2","2"
"229","Favela Tour","rn171259205","Very informative & highly recommended!",NA,5,NA,"The tour guide was informative, pleasant and accommodating. We enjoyed the tour immensely and gained a new perspective on favelas.","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","8","17"
"230","Favela Tour","rn168971839","One of the most interesting experience while in Rio",NA,4,NA,"With my husband we have always been curious about the favelas. They are huge and you can see a lot of them all around Rio. We were quite scared and got advised never to go by ourselves.. that's why we choose this tour after checking...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","376","296"
"231","Favela Tour","rn167174985","Marcelo Armstrong tour - Excellent, informative eye opener into Favela life, definitely worth doing.",NA,5,NA,"We were picked up 9am and taken to Rochina, on the way the lovely Brenda talked about the tour and what the money goes towards and explained about prejudices and truths of Favela's, she was very honest and answered all our questions. We stopped at...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","21","11"
"232","Favela Tour","rn166521991","Eye Opening Tour",NA,5,NA,"After seeing the movie City of God, I thought Brazil must be one of the scariest places in the world. After a couple of hours there, I learned the US is a much scarier place. However, I was still curious about the Favelas. Thanks to...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","10","10"
"233","Favela Tour","rn166420693","Amazing experience, best thing to do in Rio",NA,5,NA,"We took a favela tour with favelatour.com.br. At first my parents were reluctant, worried it would be invasive, but they completely changed their mind by the end of the tour. Ourguidewas great, extremely informative - we really got great socio economic info about life inthe...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","15","4"
"234","Favela Tour","rn166207235","intersting insight into favelas",NA,4,NA,"A drive through Rocinha stopping at a couple of places for photos and some tourist stalls that just happen to be there!!. The stalls were much cheeper than the hippy fair, and the wife found a couple of things she liked. From a house near...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","736","269"
"235","Favela Tour","rn164205089","very nice tour!",NA,4,NA,"The favela tour at favelatours was very nice! The lady was very enthusiastic and she knew everything about the favelas. She brought us to interesting places. I will never forget the the tour, it was very interesting to visit and to know more about the...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","12","1"
"236","Favela Tour","rn162685663","Don't be a Gringo Be a Local Tour - Soooo Interesting",NA,5,NA,"We went on the tour with Patrick from Don't Be a Gringo Be a Local.
I have to say this was one of my favourite tours in Rio. Just an interesting tour through the favelas. We met many locals and as much as people say...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","128","66"
"237","Favela Tour","rn162453997","A must while in Rio",NA,5,NA,"I came away with a new understanding of favela life in Rio thanks to my guide Rachel and favelatour.com.br (Marcelo armstrong tours) Trip was safe, educational and the tour gives a large portion of the reasonable fee back to the favela. Parts of the tour...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","36","15"
"238","Favela Tour","rn162184159","Rochina favela tour... Excellent",NA,5,NA,"We emailed Zinzinho a resident of Rochina and he arranged for us to be collected by dambar another resident of Rochina... Having read reviews about their tour we decided to go with them and we were not disappointed.
I was apprehensive about the safety of...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","53","33"
"239","Favela Tour","rn162060634","Will I be safe? That is why you go with a tour!",NA,5,NA,"Before I start saying how amazing my experience in the favela was, I wanted to address the No.1 concern I believe many people have - visiting a favela in Rio, will I be safe?
A lot of travel books/guides I read before I went there...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","12","5"
"240","Favela Tour","rn159473792","Great Tour",NA,5,NA,"A must do in Rio is the Favela Tour. Gives you a good insight in to the community, politics and current changes. We visited two favelas and had a great cocktail in a favela bar. The tour was well organised and the guide well informed....More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","45","15"
"241","Favela Tour","rn158675093","Amazing Experience in Rio",NA,5,NA,"I was born and raised in Rio. I grew up in Copacabana. I would say it is a upper middle class neighborhood. Even tough the favelas were next to me and it is part of Rio is I never had the interest or I was...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","8","9"
"242","Favela Tour","rn157847103","Amazing people doing amazing things",NA,5,NA,"I was a bit concerned at first. I didn't want to go to voyeuristic visit or intruding people's lives. After reading the reviews I thought I'd have to make my own mind by doing the tour. It was sensational! We've had amazing guide and driver...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","53","47"
"243","Favela Tour","rn156001677","Awesome!",NA,5,NA,"The best day we had in Rio. The tour was very interesting and we felt safe all the time. I highly recommend to everyone! Other tours atm are organized by operators, who use motor taxis. We had the transportation done by a van, it was...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","2","2"
"244","Favela Tour","rn155891328","Tour was fine, but I felt uneasy.",NA,3,NA,"Originally I wasnt keen on this idea of a tour. I was persuaded by my wife as the idea of visiting the favela felt voyeuristic to me. I preferred to just get a taxi to the edge of the nearest favela , briefly look and...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","15","23"
"245","Favela Tour","rn155624315","Perfect ending to our Brasil trip",NA,4,NA,"The favela tour with Rachel was top 3 most memorable moments of Brasil. Walking through the narrow walkways through favelas close enough to see in their windows ...wow! what a wonderful experience. The Brasilian residents were very friendly and seemed to welcome our tour. Being...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","42","43"
"246","Favela Tour","rn155337993","Very worthwhile",NA,5,NA,"Our family booked a private tour and we were fortunate to have Marcelo Armstrong as our guide to Rocinha and Vila Canoas. We had younger children with us, with short attention spans, but Marcelo was very accommodating. It was the right combination of driving and...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","4","2"
"247","Favela Tour","rn154902449","Favela tour with 'don't be a gringo, be a local'",NA,4,NA,"We really enjoyed this tour, we went with dont be a gringo be a local tour. They also have a lot of other tours, the favela tour was R70 each. Part of the money goes back to the people of the favela's building support systems...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","8","5"
"248","Favela Tour","rn154781377","MUST do in Rio",NA,5,NA,"Wow, exciting & interesting 3-hrs tour. After this trip, you change your mind about Favelas! Pick-up service from Hotel.","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","29","27"
"249","Favela Tour","rn154749068","Very good and informative",NA,4,NA,"Went with FavelaTour to Rocinha and Vila canoas. Informative and can see daily life. Walking a bit through main road. Excellent and breathtaking views of size. Visit small education project sponsored by tour agency. Guide knowledgeable. Pickup a bit annoying. Went all along ipanema and...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","197","102"
"250","Favela Tour","rn153242263","Personal guide, excellent experience",NA,5,NA,"We selected a guide through the concierge at the JW Marriott. Our guide was knowledgeable. We visited Rocinha the largest Favela in Rio. We saw a lot of police officers and never felt threatened. We walked the streets and climbed to the top floor of...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","89","70"
"251","Favela Tour","rn152643374","educating and eye opening tour",NA,5,NA,"I didn't know too much about the favelas in Rio prior to my visit - I was under the assumption they were poverty and crime ridden slums. This tour was a fascinating insight into the history and development of the favelas in Rio and quickly...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","14","18"
"252","Favela Tour","rn150850797","Interesting Experience",NA,5,NA,"My fiance and I did this tour on January 25th, 2013. This was the most insteresting and informative tour on our trip to Rio. Our tour guide was Leon. He was doing the tour in both English and French. He was very intelligent and knew...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","11","10"
"253","Favela Tour","rn149691402","regular experience",NA,3,NA,"I read about Favela Tours in a guide and decided to book them because they support the community (a school/kindergarten). The pick up is in differrent hotels in Copacabana but if you stay in another part of the city you have to go there by...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","29","8"
"254","Favela Tour","rn149530649","Eye-opening, an important part of any Rio experience",NA,4,NA,"It may not feel comfortable to walk through this kind of poverty, but it's so easy to spend time in Rio and forget that 20% of its population lives in these un-mapped areas. Taking a tour will give you a window into this part of...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","22","13"
"255","Favela Tour","rn149412133","Eye Opener",NA,3,NA,"Growing up in the Philippines, I have been and seen poverty. Compared to Manila's shantytowns, favelas in Rio are not as smelly and actually has more ""space."" The favela we visited is in the area of Rocinha, the largest in Latin America. Yesterday, I paid...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","85","43"
"256","Favela Tour","rn149401082","Fabulous favela expeience",NA,5,NA,"A very informative tour with the best that Rio can offer.
They show things in a bright light and want us to be happy with what we have.
We felt really safe and well accompanied to visit and it shattered our view of favelas as...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","8","4"
"257","Favela Tour","rn148253739","""Don't be a Gringo - Be a Local"" Favela Tour",NA,4,NA,"The weather was a bit rainy that day in Rio so we organised a Favela tour through our hostel - ""Don't be a Gringo - Be a Local"". They were great - the guide and driver picked us up from our hostel and gave us...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","26","31"
"258","Favela Tour","rn147498857","Worth doing",NA,5,NA,"Had originally tried to book a tour through someone who lives in a favela, but they didn't reply to my email to make a booking so we went with favela tours which was a very close 2nd choice. In the end we were very happy,...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","66","98"
"259","Favela Tour","rn146261491","Happiness is....",NA,4,NA,"Unbelievable that people can actually be happy living in this. It makes you think of how fortunate you are for all that you have. It's all just stuff in the end and life is what living is all about. This was a real eye opener...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","60","21"
"260","Favela Tour","rn146121766","pacified favela - fascinating glimpse into a different type of life",NA,5,NA,"The favela we went to visit was Complexo do Alemo, once one of the most dangerous favelas fueled by kids with AK-47s and drug lord disputes. The contrast was amazing to what it is today - with the Olympics coming the police pacified the area,...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","27","28"
"261","Favela Tour","rn145785064","Good favela experience",NA,4,NA,"This is a great tour if you want to experience the truthful and real view of what a favela is .The guide was informative He spoke perfect English and gave an honest and real explanation for life in the favela.Thanks Roberto","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","2","1"
"262","Favela Tour","rn145417898","The only favela tour you should consider in Rio",NA,5,NA,"Apparently favela tours are very ""in"" now with tourists and when I first heard about them I was concerned about it being voyeurism. I guess some of the tours are but not this one. All the money made on these tours goes right back into...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","40","32"
"263","Favela Tour","rn145375736","Make sure you pick the right one...",NA,5,NA,"I went with Favela Tours (http://www.favelatour.com.br) run by Marcelo Armstrong. The tour takes about 3 hours (note to TripAdvisor - this isn't a multi-day tour so please don't delete this time!) and visits Rocinha and Vila Canoas with a very knowledgeable guide, plus a visit...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","96","110"
"264","Favela Tour","rn143503112","INSIDE RIO",NA,5,NA,"If you want to experience the real heartbeat of Rio book a tour to visit a Favela or two. These amazing, depressing, exciting and colourful communities are a must to be seen and they represent 25% of Rio's population. Our excellent guide ""Marina"" took our...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","344","222"
"265","Favela Tour","rn140848540","Highly informative tour",NA,5,NA,"We signed up for this tour through Favela Tour, which picked us up in Copacabana and took us west through Rio to the largest favela in the city, the 100,000+ Rocinho. We stopped several times in the community, for different views and discussions about the...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","366","206"
"266","Favela Tour","rn134726901","Insightful and well worth it",NA,5,NA,"If you want a well rounded, truthful and real view of what a favela is, I suggest you take a tour through one with these guys, Favela Tours. This tour was one of my trip highlights and something I would recommend to anyone traveling to...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","25","26"
"267","Favela Tour","rn134583387","We did the Favela Tour with Marcelo Armstrong, and it was amazing!",NA,5,NA,"Some bad reviews are posted on this page about Favela Tours, but they're all talking about other companies. We did the original tour and loved it (http://www.favelatour.com.br).
Actually, information wise, it was the best tour I've ever done. There wasn't a single question our guide...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","77","46"
"268","Favela Tour","rn132236397","The tour matches what they advertise",NA,5,NA,"I work for a local tv station and wanted to take Marcelo Armstrongs tour and interview him.
First, being an northeast (United Statian), I am time sensitive. No problems here! The Favela Tour people communicated with me promptly and confirmed my pick up time.
The...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","83","46"
"269","Favela Tour","rn131161549","A ""must see"" during your stay",NA,4,NA,"Don't be put off by all you hear about the Favelas in Rio. The Favela Tour is an organised tour that takes you to 2 of the largest Favelas in the city. The first is Rocinha and the second is Vila Canoas. There is an...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","536","174"
"270","Favela Tour","rn130773409","Dont leave Rio without doing this",NA,5,NA,"This gives you an idea of all aspects of Rio, bringing you into 2 Favelas where you will feel very save and confortable. Very interesting and different tour and at the same time you are helping people since some of the money you pay goes...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","170","50"
"271","Favela Tour","rn130448461","Marcelo Armstrong's tour well worth it....",NA,5,NA,"A great tour if you want to see another side to Rio. We were a little concerned that it would be voyeuristic, but it is not, due to the fact that you have the opportunity to meet and talk to local people along the way....More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","2","1"
"272","Favela Tour","rn129815879","Very close look at favela; safe; knowledgeable guide",NA,4,NA,"Great tour - you'd walk on the high street of a big favela as well as inside the maze of alleys of a small favela. You'd also visit a centre that provides a healthy and collegiate environment for children to play and work on small...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","7","15"
"273","Favela Tour","rn129312510","You owe it to yourself to do this",NA,5,NA,"I think it's important to learn about the rest of the world. Life here is different from other places in the world. If you can afford to go to Rio, do not miss out on a chance to go here - stop in a daycare...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","217","91"
"274","Favela Tour","rn129055333","Favelatour i Rio de Janeiro",NA,4,NA,"Rocinha is the largest favela in Rio de Janeiro. Very interessting to follow a good guide throught this area. Do it during the day. No danger. I felt very safe all the time... :-)","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","7","2"
"275","Favela Tour","rn127830969","Great day!!",NA,5,NA,"Axel was a great tour leader and I felt safe on the tour.","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","12","12"
"276","Favela Tour","rn127265905","Safe and very Interesting",NA,5,NA,"Run by a french guy who actually lives in one of the Favelas","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","30","23"
"277","Favela Tour","rn126413493","Great tour with Zezinho",NA,4,NA,"We booked the favela tour with Zezinho at favelatour.org it was a wonderful experience. Zezinho lives at the favela called Rocinha. Everyone meets at Ipanema beach then catch a bus up to the top of the favela and walk our way down. It was very...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","157","79"
"278","Favela Tour","rn126203898","Favela tour Rio de Janeiro - worth it!",NA,4,NA,"We signed up for the Favela tour through our hotel (R$75 pp). Our tour guides name was Everaldo and he did an excellent job. The tour lasted about three hours and encompassed two favelas (Rocinha and villa canoas). Our guide was very informative and I...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","4","16"
"279","Favela Tour","rn125657212","Essential visit if you want to see Rio beyond the mainstream tourist places",NA,5,NA,"I took the Marcelo Armstrong Favela Tour.
Whenever I travel I'm keen to see beyond the tourist sights and understand something of the country, its politics, culture, history and how ordinary people live. The 1/2 day tour through Marcelo Armstrong provided this for my visit...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","72","78"
"280","Favela Tour","rn125171387","Definitely not an exploitive or poverty tour",NA,5,NA,"My wife and I went on the Marcelo Armstrong tour of two favelas, primarily Rocinha, during Carnaval week. Our tour guide was Simone, who was well informed and provided an historical and cultural context to the development and role of the favelas in Rio de...More","All photos (391) ","#91 of 545 Tours in Rio de Janeiro","2","2"
